8e-07, 0.41225
7.992e-07, 0.413729
7.98402e-07, 0.415227
7.97605e-07, 0.416743
7.9681e-07, 0.418279
7.96016e-07, 0.419833
7.95224e-07, 0.421405
7.94433e-07, 0.422995
7.93644e-07, 0.424604
7.92857e-07, 0.42623
7.92071e-07, 0.427875
7.91287e-07, 0.429539
7.90504e-07, 0.431221
7.89723e-07, 0.432922
7.88944e-07, 0.434643
7.88166e-07, 0.436384
7.87389e-07, 0.438146
7.86614e-07, 0.439929
7.85841e-07, 0.441733
7.85069e-07, 0.44356
7.84298e-07, 0.44541
7.83529e-07, 0.447284
7.82762e-07, 0.449183
7.81996e-07, 0.451106
7.81232e-07, 0.453055
7.80469e-07, 0.455031
7.79707e-07, 0.457033
7.78947e-07, 0.459063
7.78189e-07, 0.461119
7.77432e-07, 0.463204
7.76676e-07, 0.465317
7.75922e-07, 0.467457
7.7517e-07, 0.469626
7.74419e-07, 0.471823
7.73669e-07, 0.474047
7.72921e-07, 0.4763
7.72174e-07, 0.478579
7.71429e-07, 0.480886
7.70685e-07, 0.48322
7.69942e-07, 0.48558
7.69201e-07, 0.487966
7.68462e-07, 0.490378
7.67723e-07, 0.492815
7.66987e-07, 0.495278
7.66251e-07, 0.497765
7.65517e-07, 0.500277
7.64785e-07, 0.502813
7.64054e-07, 0.505373
7.63324e-07, 0.507958
7.62595e-07, 0.510568
7.61868e-07, 0.513202
7.61143e-07, 0.515861
7.60419e-07, 0.518545
7.59696e-07, 0.521255
7.58974e-07, 0.523991
7.58254e-07, 0.526754
7.57536e-07, 0.529544
7.56818e-07, 0.532362
7.56102e-07, 0.535209
7.55388e-07, 0.538085
7.54674e-07, 0.540991
7.53962e-07, 0.543927
7.53252e-07, 0.546895
7.52542e-07, 0.549894
7.51834e-07, 0.552926
7.51128e-07, 0.555991
7.50423e-07, 0.559088
7.49719e-07, 0.562219
7.49016e-07, 0.565384
7.48315e-07, 0.568581
7.47615e-07, 0.571813
7.46916e-07, 0.575077
7.46218e-07, 0.578375
7.45522e-07, 0.581706
7.44828e-07, 0.585068
7.44134e-07, 0.588463
7.43442e-07, 0.591889
7.42751e-07, 0.595345
7.42061e-07, 0.598831
7.41373e-07, 0.602347
7.40686e-07, 0.605891
7.4e-07, 0.609463
7.39315e-07, 0.613062
7.38632e-07, 0.616688
7.3795e-07, 0.62034
7.37269e-07, 0.624018
7.3659e-07, 0.627721
7.35912e-07, 0.631449
7.35235e-07, 0.635202
7.34559e-07, 0.638979
7.33884e-07, 0.64278
7.33211e-07, 0.646606
7.32539e-07, 0.650457
7.31868e-07, 0.654331
7.31199e-07, 0.658231
7.3053e-07, 0.662155
7.29863e-07, 0.666105
7.29197e-07, 0.67008
7.28532e-07, 0.67408
7.27869e-07, 0.678106
7.27207e-07, 0.682158
7.26545e-07, 0.686236
7.25886e-07, 0.690339
7.25227e-07, 0.694469
7.24569e-07, 0.698623
7.23913e-07, 0.702803
7.23258e-07, 0.707007
7.22604e-07, 0.711236
7.21951e-07, 0.715487
7.213e-07, 0.719761
7.20649e-07, 0.724057
7.2e-07, 0.728372
7.19352e-07, 0.732707
7.18705e-07, 0.737059
7.18059e-07, 0.741428
7.17415e-07, 0.745811
7.16771e-07, 0.750207
7.16129e-07, 0.754614
7.15488e-07, 0.759032
7.14848e-07, 0.763457
7.14209e-07, 0.767889
7.13571e-07, 0.772326
7.12935e-07, 0.776766
7.12299e-07, 0.781207
7.11665e-07, 0.785649
7.11032e-07, 0.79009
7.104e-07, 0.794528
7.09769e-07, 0.798962
7.09139e-07, 0.803391
7.08511e-07, 0.807813
7.07883e-07, 0.812228
7.07257e-07, 0.816634
7.06631e-07, 0.821031
7.06007e-07, 0.825417
7.05384e-07, 0.829791
7.04762e-07, 0.834152
7.04141e-07, 0.838499
7.03521e-07, 0.842831
7.02902e-07, 0.847147
7.02285e-07, 0.851445
7.01668e-07, 0.855724
7.01053e-07, 0.859982
7.00438e-07, 0.864218
6.99825e-07, 0.86843
6.99213e-07, 0.872616
6.98601e-07, 0.876774
6.97991e-07, 0.880902
6.97382e-07, 0.884998
6.96774e-07, 0.889059
6.96167e-07, 0.893084
6.95561e-07, 0.897068
6.94957e-07, 0.901011
6.94353e-07, 0.90491
6.9375e-07, 0.90876
6.93148e-07, 0.912561
6.92548e-07, 0.91631
6.91948e-07, 0.920003
6.91349e-07, 0.923638
6.90752e-07, 0.927213
6.90155e-07, 0.930725
6.8956e-07, 0.934171
6.88966e-07, 0.937551
6.88372e-07, 0.94086
6.8778e-07, 0.944098
6.87188e-07, 0.947262
6.86598e-07, 0.95035
6.86009e-07, 0.95336
6.8542e-07, 0.956291
6.84833e-07, 0.959141
6.84247e-07, 0.961907
6.83661e-07, 0.96459
6.83077e-07, 0.967187
6.82494e-07, 0.969696
6.81911e-07, 0.972116
6.8133e-07, 0.974447
6.8075e-07, 0.976685
6.8017e-07, 0.97883
6.79592e-07, 0.98088
6.79014e-07, 0.982833
6.78438e-07, 0.984689
6.77863e-07, 0.986446
6.77288e-07, 0.988102
6.76715e-07, 0.989656
6.76142e-07, 0.991106
6.75571e-07, 0.992451
6.75e-07, 0.993689
6.7443e-07, 0.99482
6.73862e-07, 0.995842
6.73294e-07, 0.996754
6.72727e-07, 0.997555
6.72161e-07, 0.998243
6.71597e-07, 0.998819
6.71033e-07, 0.999282
6.7047e-07, 0.99963
6.69908e-07, 0.999864
6.69347e-07, 0.999983
6.68787e-07, 0.999988
6.68227e-07, 0.999878
6.67669e-07, 0.999653
6.67112e-07, 0.999314
6.66555e-07, 0.998862
6.66e-07, 0.998296
6.65445e-07, 0.997617
6.64892e-07, 0.996827
6.64339e-07, 0.995925
6.63787e-07, 0.994913
6.63237e-07, 0.993791
6.62687e-07, 0.992561
6.62138e-07, 0.991224
6.61589e-07, 0.989779
6.61042e-07, 0.988229
6.60496e-07, 0.986574
6.5995e-07, 0.984816
6.59406e-07, 0.982954
6.58862e-07, 0.980992
6.5832e-07, 0.978929
6.57778e-07, 0.976766
6.57237e-07, 0.974506
6.56697e-07, 0.972149
6.56158e-07, 0.969696
6.55619e-07, 0.967149
6.55082e-07, 0.96451
6.54545e-07, 0.96178
6.5401e-07, 0.958961
6.53475e-07, 0.956054
6.52941e-07, 0.953062
6.52408e-07, 0.949987
6.51876e-07, 0.946831
6.51345e-07, 0.943595
6.50814e-07, 0.940284
6.50285e-07, 0.936898
6.49756e-07, 0.933441
6.49228e-07, 0.929915
6.48701e-07, 0.926323
6.48175e-07, 0.922667
6.4765e-07, 0.918951
6.47126e-07, 0.915176
6.46602e-07, 0.911345
6.46079e-07, 0.907462
6.45557e-07, 0.903528
6.45036e-07, 0.899546
6.44516e-07, 0.895518
6.43997e-07, 0.891446
6.43478e-07, 0.887333
6.42961e-07, 0.883181
6.42444e-07, 0.878991
6.41928e-07, 0.874765
6.41413e-07, 0.870506
6.40898e-07, 0.866214
6.40385e-07, 0.861892
6.39872e-07, 0.85754
6.3936e-07, 0.85316
6.38849e-07, 0.848754
6.38339e-07, 0.844323
6.37829e-07, 0.839868
6.37321e-07, 0.835391
6.36813e-07, 0.830893
6.36306e-07, 0.826376
6.358e-07, 0.821841
6.35294e-07, 0.817289
6.3479e-07, 0.812723
6.34286e-07, 0.808144
6.33783e-07, 0.803553
6.33281e-07, 0.798954
6.32779e-07, 0.794346
6.32278e-07, 0.789733
6.31779e-07, 0.785117
6.3128e-07, 0.780499
6.30781e-07, 0.775882
6.30284e-07, 0.771267
6.29787e-07, 0.766656
6.29291e-07, 0.762052
6.28796e-07, 0.757457
6.28302e-07, 0.752871
6.27808e-07, 0.748297
6.27316e-07, 0.743737
6.26824e-07, 0.739191
6.26332e-07, 0.734662
6.25842e-07, 0.73015
6.25352e-07, 0.725657
6.24863e-07, 0.721183
6.24375e-07, 0.716729
6.23888e-07, 0.712296
6.23401e-07, 0.707885
6.22915e-07, 0.703495
6.2243e-07, 0.699127
6.21946e-07, 0.694781
6.21462e-07, 0.690458
6.20979e-07, 0.686157
6.20497e-07, 0.681879
6.20016e-07, 0.677622
6.19535e-07, 0.673389
6.19055e-07, 0.669177
6.18576e-07, 0.664988
6.18097e-07, 0.660821
6.1762e-07, 0.656677
6.17143e-07, 0.652556
6.16667e-07, 0.648457
6.16191e-07, 0.644383
6.15716e-07, 0.640332
6.15242e-07, 0.636305
6.14769e-07, 0.632303
6.14297e-07, 0.628327
6.13825e-07, 0.624377
6.13354e-07, 0.620455
6.12883e-07, 0.61656
6.12414e-07, 0.612694
6.11945e-07, 0.608858
6.11477e-07, 0.605052
6.11009e-07, 0.601278
6.10542e-07, 0.597535
6.10076e-07, 0.593825
6.09611e-07, 0.590149
6.09146e-07, 0.586506
6.08682e-07, 0.582898
6.08219e-07, 0.579325
6.07757e-07, 0.575787
6.07295e-07, 0.572283
6.06834e-07, 0.568815
6.06373e-07, 0.565382
6.05914e-07, 0.561983
6.05455e-07, 0.558619
6.04996e-07, 0.555289
6.04539e-07, 0.551993
6.04082e-07, 0.54873
6.03625e-07, 0.545499
6.0317e-07, 0.5423
6.02715e-07, 0.539132
6.02261e-07, 0.535994
6.01807e-07, 0.532887
6.01354e-07, 0.529808
6.00902e-07, 0.526758
6.00451e-07, 0.523736
6e-07, 0.520742
5.9955e-07, 0.517775
5.991e-07, 0.514835
5.98652e-07, 0.511921
5.98204e-07, 0.509035
5.97756e-07, 0.506174
5.97309e-07, 0.50334
5.96863e-07, 0.500533
5.96418e-07, 0.497752
5.95973e-07, 0.494999
5.95529e-07, 0.492273
5.95086e-07, 0.489575
5.94643e-07, 0.486905
5.94201e-07, 0.484264
5.93759e-07, 0.481652
5.93318e-07, 0.479069
5.92878e-07, 0.476516
5.92439e-07, 0.473993
5.92e-07, 0.4715
5.91562e-07, 0.469038
5.91124e-07, 0.466607
5.90687e-07, 0.464206
5.90251e-07, 0.461836
5.89815e-07, 0.459496
5.89381e-07, 0.457187
5.88946e-07, 0.454907
5.88513e-07, 0.452657
5.88079e-07, 0.450437
5.87647e-07, 0.448244
5.87215e-07, 0.44608
5.86784e-07, 0.443943
5.86354e-07, 0.441833
5.85924e-07, 0.439748
5.85495e-07, 0.437689
5.85066e-07, 0.435654
5.84638e-07, 0.433643
5.84211e-07, 0.431655
5.83784e-07, 0.429689
5.83358e-07, 0.427746
5.82932e-07, 0.425823
5.82507e-07, 0.423922
5.82083e-07, 0.422041
5.81659e-07, 0.420181
5.81236e-07, 0.418341
5.80814e-07, 0.416521
5.80392e-07, 0.414721
5.79971e-07, 0.412941
5.7955e-07, 0.411181
5.7913e-07, 0.409442
5.78711e-07, 0.407723
5.78292e-07, 0.406025
5.77874e-07, 0.404349
5.77457e-07, 0.402694
5.7704e-07, 0.401061
5.76623e-07, 0.39945
5.76208e-07, 0.397862
5.75793e-07, 0.396296
5.75378e-07, 0.394754
5.74964e-07, 0.393234
5.74551e-07, 0.391738
5.74138e-07, 0.390266
5.73726e-07, 0.388817
5.73314e-07, 0.387391
5.72903e-07, 0.385988
5.72493e-07, 0.384608
5.72083e-07, 0.38325
